ORF	Gene	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Cell Count
YBR205W	KTR3	257906.35727790976	220.9200297767221	173006.53814346794	146.77607334916863	2105
YBR229C	ROT2	253910.07780114101	220.931009600652	142120.7713634882	123.8173402811736	2454
YDR092W	UBC13	269137.82525645645	220.9425934234234	178485.56323723725	146.09105104504505	1665
YDL159W-A	YDL159W-A	279615.88106033375	221.02783432605904	134515.1606444159	109.30326557124518	779
YJL053W	PEP8	272607.3521150033	221.0353708592201	178184.67482088567	144.84888249173827	1513
YOR073W	SGO1	232425.14107066867	221.07285507978722	107133.493168693	102.50098781914893	2632
YDL127W	PCL2	221411.80421698495	221.07635257212516	102017.3758829744	102.20401515644046	2461
YOR324C	FRT1	245359.90525465252	221.09437812720847	114936.94956937573	105.49522612249706	4245
YNL327W	EGT2	227004.30883122009	221.1010923076923	104604.78415102846	103.00253754015215	3549
YOL084W	PHM7	252282.95587036165	221.10522364960073	151018.62567214653	133.1319709534993	2129
YPL163C	SVS1	251460.88679510023	221.15261879361546	120561.33407201189	106.43305722717149	2694
YHR158C	KEL1	223326.3171224965	221.1803772752678	129648.60265766186	128.47813379133675	2147
YEL068C	YEL068C	253485.6124231424	221.193666591038	125099.77482359615	109.51901005104935	1763
YFL034C-B	MOB2	251112.98419453498	221.20212910002508	117507.58711907746	105.34423028077212	3989
YDR233C	RTN1	257127.64845985084	221.23264222027206	215575.4062106187	187.89605278630978	2279
YNL156C	NSG2	238825.82682073436	221.29668095464365	149746.2345062635	139.40875066090712	2315
YGL150C	INO80	224769.47868888886	221.3251143263889	113540.73953888888	112.35759347916667	1440
YHR073W	OSH3	244298.0900327456	221.34942751889167	132990.97865037783	121.33001139042821	3970
YNR048W	YNR048W	257692.371097131	221.35099353266506	126974.04078810923	110.54546605945386	2893
YPR080W	TEF1	260023.107203125	221.35381093750001	263008.56056770834	220.25325966796876	1536
YBR094W	PBY1	246716.2315129758	221.37299781141868	151130.15529455018	136.3556603481834	4624
YML058W	SML1	260723.2231632871	221.37485674493064	125465.33245144077	107.48372572572038	1874
YPR037C	ERV2	263660.78991960787	221.3812401372549	198194.90514117645	166.82766356862746	1020
YPR085C	ASA1	228848.96499130435	221.39150855229144	139465.86741574618	134.8958506627497	4255
YLR219W	MSC3	218647.6272266364	221.4154370450246	114209.93720620507	115.54080781309119	2643
YEL009C	GCN4	228148.86859148368	221.42707201596806	107763.3735395875	104.4477166932801	3006
YLR248W	RCK2	245362.58335320314	221.43025799931485	161734.8998561151	149.36940819116137	2919
YHR098C	SFB3	264124.20451878355	221.45209714967203	133498.40309838997	112.91018312462732	1677
YDL150W	RPC53	262901.91400902125	221.4728842850699	137625.28420568336	116.63515224627875	2217
YIL120W	QDR1	244493.4816935065	221.5171260377804	126564.65381345926	114.45086302479338	4235
YNL300W	TOS6	227211.4249293994	221.5510970530383	108664.33200421497	107.03687589041095	2847
YGR215W	RSM27	308913.9694124718	221.6836510293013	168083.006608565	121.59354270473328	1331
YDR340W	YDR340W	257591.20026918018	221.7255186058746	117974.56595879002	103.22834201227532	2281
YJL222W	VTH2	261790.3716823139	221.729367619725	123284.08488003793	105.26457472735893	2109
YCR052W	RSC6	247233.42370568335	221.7819260487145	124691.32072530447	113.31583804465495	2956
YOR178C	GAC1	272638.48912066	221.79365381574425	124078.12306497077	102.93687602956342	2909
YBL016W	FUS3	239301.96276178013	221.82083892670155	145713.55101243456	135.19592557264397	3056
YCL061C	MRC1	269452.6668273527	221.82224558564656	146855.8733676371	123.19991121868652	1477
YMR262W	YMR262W	245505.354866086	221.83354663854112	142796.2798905825	129.19486909363093	3674
YGR189C	CRH1	248776.44269208383	221.83426106228174	118818.3311525029	106.38116651920839	3436
YEL043W	YEL043W	260730.0813617866	221.8815829776675	135842.40841687343	116.36204954342432	2015
YLL005C	SPO75	215518.9312710084	221.90798066964285	100051.70587657562	103.19965362394959	3808
YGR068C	ART5	254946.349272485	221.93384023095714	129375.23339107263	114.22064926271375	4503
YER183C	FAU1	210599.49857613168	221.9848218626814	97239.91702967294	102.41447239549491	4617
YDL135C	RDI1	245266.1494978421	221.98925165524244	208311.2561223661	187.87424884488448	3939
YHR061C	GIC1	240973.54176578074	222.0169405121816	110675.21872702104	103.27057253045403	3612
YPL119C	DBP1	223066.50953189938	222.02584006926722	124598.19996864746	124.20026441487423	2743
YLL007C	LMO1	261116.16724849527	222.0648731255374	128031.2386199484	110.22602869303525	2326
YNL234W	YNL234W	242654.14371201413	222.07880633981154	123991.15517373382	114.64661500000001	3396
YHR177W	YHR177W	258812.05635008105	222.083030367369	127834.29874122096	110.62931226904377	1851
YOR036W	PEP12	241059.61242818282	222.10418950217627	145325.97616213275	133.07108697769314	3676
YOL154W	ZPS1	248208.36933639494	222.11348958668196	123094.97704630693	109.99452852277075	2613
YNR009W	NRM1	275419.1109986702	222.11850098404256	124569.94022672874	102.24614637632979	3008
YBR013C	YBR013C	252305.98900674915	222.13265000843646	128097.7786704162	113.50902818053994	3556
YJL056C	ZAP1	237650.41732603204	222.1557195843864	117932.29657287279	110.95008883459701	3561
YMR041C	ARA2	245740.18920791367	222.20040436690647	175223.5839769784	157.95833776978418	2780
YML057W	CMP2	219632.72325263429	222.23407542020047	118491.73471087124	119.81183536365972	3891
YDR487C	RIB3	197328.98949673568	222.2428171441895	160655.88116246968	182.39156048684947	5361
YML100W	TSL1	245349.93183348866	222.25467074557315	145559.22688847466	131.38851409443927	3219
YIR022W	SEC11	239866.95177069408	222.26057914910027	114770.88430077121	107.17146976606683	3890
YOR301W	RAX1	240027.77145107396	222.27267396976927	120786.70909997348	112.65472669318483	3771
YAL061W	BDH2	228131.99760896238	222.27322503067487	107418.57084022406	105.01696823152841	3749
YOL005C	RPB11	248996.27833561646	222.29010931770284	241563.20086880928	212.87698847471023	3796
YKL100W-A	YKL100W-A	247098.74388382194	222.32190158251902	124979.75190173724	113.28985219326819	3684
YIR034C	LYS1	268431.7771909091	222.3282701363636	197305.30456363637	165.24622545454545	220
YMR210W	MGL2	264191.8248730223	222.36361729817443	130391.46976876269	110.53762487221097	2465
YBL017C	PEP1	258380.55659169814	222.37097456981132	141522.62232603773	120.70379210943396	2650
YDL081C	RPP1A	206383.03580382105	222.38007613466917	99848.78215377446	107.13229199673812	4292
YLR136C	TIS11	225021.33666488095	222.38375689583333	104964.61574880952	103.79898882738095	3360
YDR021W	FAL1	267382.99143729644	222.40038914087947	159689.7451514658	133.5135996416938	2456
YKR086W	PRP16	242526.64484265595	222.43311760160964	129762.43330865192	120.8524769134809	2485
YGR211W	ZPR1	256489.83741212494	222.46265371402328	156737.1260342927	136.18005731169626	3266
YKL008C	LAC1	209071.845941451	222.51014221043698	130988.76610988546	140.36968997030124	4714
YMR284W	YKU70	250855.38211004922	222.5136406602954	123022.50505473501	110.04326124529395	3453
YJL010C	NOP9	222581.90590553507	222.51436646248462	139154.52759409594	140.7601239901599	4065
YDR003W	RCR2	200129.9462221798	222.51727056117582	107126.87693338422	117.9194411853407	5239
YIR039C	YPS6	246602.42548807268	222.54868435062477	120386.09919121544	109.4080509276789	2641
YNL272C	SEC2	255757.6503381254	222.55700514088556	134852.4053628522	118.30894621046578	1739
YDR267C	CIA1	244733.69580756655	222.5597567118169	148018.21757776738	134.9368332601588	2141
YGR076C	MRPL25	257957.566752443	222.5844666368078	121726.30127524429	104.23863526872964	1228
YDL043C	PRP11	221150.80877871002	222.60214471683273	120563.6991525957	121.89585354483481	3814
YGR106C	VOA1	259600.2007735645	222.6082132936078	154957.47714517877	131.84042933911158	1846
YOL097W-A	YOL097W-A	261029.39303258786	222.64072541214057	119292.14429776357	103.11346461341853	1565
YNL019C	YNL019C	264518.1817753623	222.6557934178744	128378.573647343	108.41087624396135	1656
YOL158C	ENB1	283623.97310325585	222.65871272093023	187031.5026855814	144.14253087906977	2150
YMR263W	SAP30	262879.46200401767	222.68293222981114	136299.43586982723	116.40312576536762	2489
YPL015C	HST2	244856.4187103941	222.68897195186457	157728.93633165827	143.72503363395927	3781
YKR002W	PAP1	237421.69133899504	222.69947646850673	139770.85387190376	132.43995270700637	2826
YDR101C	ARX1	264390.68523476296	222.7046042174567	179246.76065914222	150.4702034123401	2658
YPL202C	AFT2	238742.06787990392	222.71830540432344	126141.53646517213	120.17793129303442	2498
YGR294W	PAU12	248844.27732165693	222.7798002613289	116954.51705921601	105.16614746455379	3597
YMR001C	CDC5	258886.1434575927	222.81492560690705	117753.55312138141	103.12440598781106	1969
YGR240C-A	YGR240C-A	263714.73524567793	222.8337286533212	120601.0836988171	103.03562530482256	2198
YIL010W	DOT5	265591.53843612043	222.8470476521739	253410.0945832776	211.32797773244147	1495
YIL119C	RPI1	223022.4492564706	222.85957045588236	104316.95381352941	104.48623691764706	3400
YOR094W	ARF3	259357.43306769492	222.8861383547558	169287.3335784062	145.4139358783205	2334
YFL024C	EPL1	240518.51910797774	222.89193056029686	122188.39440742115	115.63369014842301	2695
YJL117W	PHO86	251424.04532930182	222.90981002748762	170236.83934524463	152.45680089884553	3638
YER066W	RRT13	241945.85466193708	222.93317270203576	112270.00154164097	104.1751544509562	3242
YML037C	YML037C	244576.00301286427	222.94326570753478	123885.28117091101	114.5705038356524	3809
YML123C	PHO84	257883.2947423217	222.9445847813639	140502.11423893805	122.10110136647579	3842
YML012W	ERV25	257123.73763144962	222.95106776822277	129177.60735135135	112.13072486486487	2442
YBR030W	RKM3	241290.0537645212	222.97827149136577	146967.3725541601	136.44651392464678	3822
YOR107W	RGS2	245391.19496533336	222.98288901777778	115920.93112977777	106.06037543555556	2250
YNL007C	SIS1	223281.08329052693	223.00877470198674	162381.40918514255	161.0542160322488	3473
YKL196C	YKT6	227969.6407653265	223.01020494154548	199678.16510464784	194.23469285143997	3507
YMR294W	JNM1	250488.62679296485	223.03949348241207	150910.39638592966	134.4081836432161	3980
YLR345W	YLR345W	249281.1034023495	223.07260681595693	140940.60746255505	126.80377822320116	4086
YPL141C	FRK1	223928.60068740742	223.08107708395062	105457.83804888888	105.18519973333333	4050
YHR132C	ECM14	259811.80027890683	223.08348186405044	133023.50734548003	113.93859742817098	2854
YDR222W	YDR222W	223384.88834462644	223.11703199012788	109607.95355889613	110.26137173883778	4457
YLR325C	RPL38	249930.2966103069	223.1486765836711	115638.13899015635	104.59581199189346	3454
YGR186W	TFG1	235349.98936900854	223.24986914313854	138600.79479382795	132.0039634504268	3046
YDR216W	ADR1	248338.51794224104	223.26069175202156	126995.516341933	112.73900320754717	2597
YOR304C-A	BIL1	259752.38253024354	223.26832797329143	180087.1910102121	154.15834853102905	2546
YHR057C	CPR2	257177.25918327973	223.28940501023095	123038.22599883076	107.35058093832212	3421
YFL020C	PAU5	245208.21070343634	223.31684168639907	114576.57954605833	105.36679447588796	3463
YDR085C	AFR1	238632.07271231659	223.33948884393064	111562.8159386394	105.37773789239662	2249
YFL016C	MDJ1	236400.40512953367	223.37264622797926	209377.35530984457	198.5811570880829	965
YNL173C	MDG1	220797.65350143815	223.37530166506872	151204.20637200383	151.53688026526046	3129
YOR072W-B	YOR072W-B	250431.82592060493	223.39518991493384	117117.02562759924	103.99098465028356	1058
YIR038C	GTT1	245002.3175828414	223.45144481700117	258321.10095592288	235.69723694805194	5082
YER042W	MXR1	227182.67624766976	223.50124709454062	178555.93600266313	176.23731932356856	3755
YKL220C	FRE2	262575.6630146819	223.51476815252857	124965.03224551387	106.9379759380098	2452
YDR369C	XRS2	246138.99489993547	223.55212886055517	112162.6781336346	103.05345024209167	3098
YPL169C	MEX67	251871.71950892557	223.5788430447962	126554.71134860223	113.45191229706973	2969
YOR214C	SPR2	251571.9839786543	223.70062627842228	119113.58002320185	106.65582649651972	2155
YER099C	PRS2	246171.6521606008	223.70473479780472	157668.47022761407	142.8066406787984	3462
YOL063C	CRT10	255899.00569256308	223.7517207934927	125347.32167861887	110.50156827689243	3012
YGR253C	PUP2	249791.3495765646	223.7537998801598	196807.2570699068	175.13162126165113	3004
YIL138C	TPM2	261501.64874143485	223.77000197657392	224450.53431449487	190.48046165446559	3415
YHL017W	YHL017W	264897.9428363363	223.80073915915915	135217.74780480482	114.87772475225226	1332
YOL143C	RIB4	268704.7117225713	223.83346577573707	268086.74093571777	219.65493132914452	2069
YBR212W	NGR1	269109.5248162588	223.84062355454168	144487.08382248032	121.10633360846123	2411
YMR107W	SPG4	266581.38166766084	223.85746047720494	226890.4463579037	188.68858373668513	2347
YDR306C	YDR306C	253144.9105854411	223.87789825724863	114850.84671807526	103.14248829734731	3242
YEL062W	NPR2	267683.8597754386	223.89426734210525	127672.56491491228	107.79732627192983	2280
YIR025W	MND2	250910.78524201247	223.90542760558208	116258.27397208962	104.86239938670583	2723
YML114C	TAF8	249173.23264123613	223.9111232979237	118920.73628778367	107.60071476098503	2071
YDR217C	RAD9	269734.06514304166	223.9116556990636	148121.19810913788	123.87313699386503	3097
YGR078C	PAC10	219199.96481690143	223.97061888367242	121611.33384507043	123.98923294209702	3834
YAR031W	PRM9	241664.16656868628	223.97144326934614	120286.68975164968	112.03397367726456	1667
YOL092W	YPQ1	262267.86836609687	224.0127417094017	138490.0326737892	119.61278760683761	1404
YNL026W	SAM50	201336.9789418204	224.0348082525846	108345.40159983783	120.32331526859923	4933
YGR155W	CYS4	263667.14772571425	224.08264783333334	213450.41047047617	179.28585845238095	2100
YJR093C	FIP1	232129.5251320554	224.0913856230032	124992.26201171459	119.74444432374867	1878
YPL137C	GIP3	253372.79590314138	224.0917267757417	131125.79797731238	117.0654414921466	2292
YPL193W	RSA1	244536.6503101207	224.10395115753636	116609.00432311978	107.72347730114515	3231
YNL078W	NIS1	247037.74829976985	224.13876525604144	113418.14645051783	103.81431782220943	3476
YCR082W	AHC2	253400.16209269283	224.14142179972936	128710.81628755074	114.05473880581866	2956
YMR149W	SWP1	247759.6832909221	224.14418599356685	125373.52862902072	113.94158708363118	2798
YDR321W	ASP1	244640.744865846	224.1729092968913	201306.25027373253	181.5497755288963	4793
YDL087C	LUC7	256996.82072263738	224.17743654505495	128629.29672791208	113.06591096263736	2275
YHR119W	SET1	268008.96054018824	224.21032821144098	130171.85153222302	111.41745937002172	1381
YBR052C	RFS1	250403.11996040342	224.21581688083677	148156.88638102353	132.88342128502055	2677
YNL241C	ZWF1	263149.3694119298	224.21742823157896	188523.66952561404	160.1431330385965	2850
YOL155C	HPF1	262830.0728873618	224.24125660890348	125584.74066089034	107.89558019121601	3347
YGR018C	YGR018C	263060.2181157154	224.2516291399531	120039.79363565285	103.42949576231432	1279
YMR067C	UBX4	253398.84566910332	224.2709946588694	142631.89951900585	127.50904207602339	4104
YPL170W	DAP1	248547.39602901787	224.29736367857143	163114.218478125	147.8515255558036	4480
YPR198W	SGE1	243164.5158818316	224.2975167296898	112772.30875686854	105.2693291521418	3385
YKL195W	MIA40	243405.00922066034	224.31222004249756	264868.0943125204	244.99798881333768	3059
YPR188C	MLC2	228161.12914709517	224.32968633621755	138453.1833923362	135.67003931025957	4045
YHR188C	GPI16	238484.17236819727	224.3695524829932	114651.06590816325	108.39310775935374	2352
YDL104C	QRI7	274990.8375448718	224.39843605128206	187391.88728717947	153.92236763461537	1560
YOL061W	PRS5	252508.19661640955	224.40054932678822	178051.08132117812	157.5279443232819	2852
YGR105W	VMA21	233065.69662895027	224.40590497458564	255248.17838320442	248.45642992265192	4525
YGR162W	TIF4631	264732.086943562	224.42525577222037	171873.82701791148	144.6574855457925	2959
YCL012C	YCL012C	266552.92696896894	224.44343524524524	123166.22473373373	104.93439464464466	1998
YKL077W	YKL077W	257801.7496188455	224.44463797113752	157042.97944821732	137.21732766977928	2356
YIL015W	BAR1	240320.60049816102	224.4918520167552	109965.69554638331	103.71743126072742	4894
YGL054C	ERV14	254135.7283371571	224.5308288329177	170174.52319002492	150.73080974064837	2005
YOL025W	LAG2	236812.7057063172	224.53312706317206	130579.36996370969	124.45354007728494	2976
YMR164C	MSS11	260622.27279411766	224.57046	128920.78675	113.19152522058823	136
YDR454C	GUK1	258302.33765232476	224.5850501873699	274581.48313740455	234.47981482303956	2882
